//,패키지    : 50000 ~ ( 500 ),,,,,,,,,,,,,,,,,,루비(5000),슈퍼백신(802),부활석(1200),,,,,,,,,,,,,,,,,,,,,,,,,,
//,              필수(50000 ~ 59999(관리자가 입력:테이블사용불가),,,,,,,,,,,,,,,,,코인(0),코인(5100),알바의귀재(1002),합성 1시간단축(1600),,,,,,,,,,,,,,,,,,,,,,,,,,
//,동물뽑기 : 60000 ~  ( 600 ),,,,,,,,,,,,,,,,,루비(1),하트(2000),특수촉진제(1103),긴급요청 티켓(2100),,,,,,,,,,,,,,,,,,,,,,,,,,
//,야바위    : 70000 ~  ( 700 ),,,,,,,,,,,,,,,,,하트(2),건초(900),,일반 교배 티켓(2200),,,,,,,,,,,,,,,,,,,,,,,,,,
//label(version),보물      : 120000 ~ ( 1200 ) ,,,,,,,,,,,,,,,,,건초(3),우정포인트(1900),,프리미엄 교배 티켓(2300),,,,,,,,,,,,,,,,,,,,,,,,,,
//,보물뽑기 : 130000 ~ ( 1300 ) ,,,,,,,,,,,"동물, 보물에서는 뽑기 오픈조건임",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//,,,,,,,,,,,,,묶음가격,묶음가격,,단일가격,,param1,param2,param3,param4,param5,param6,param7,param8,param9,param10,param11,param12,param13,param14,param15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30
//,아이템 코드,카테고리,서브 카테고리,장착 슬롯,아이템 이름,사용 여부,상단게시,등급,세일여부,아이콘,판매요구 레벨,요구 주택 레벨,코인가격,캐시가격,1회구매수량,판매,아이템 설명,액세서리 슬롯(사용안함),등급을 색으로변경,생산 속도(단계),신선도(다른것이 사용됨 이제는 사용안함),질병 저항,먹이 소모량,아이템 생산 확률(%),피버 생산 확률(%),몸체,회북요구량,먹이통 최대,부활타임(1h),부활석 소모,특수능력,상인거래단가상승,코인,하트,세포 촉진제,신선도,,턴타임,,시간,,방어,,HP,,레벨당 유전자필요수량,
label(animal),itemcode,category,subcategory,equpslot,itemname,activate,toplist,grade,discount,icon,playerlv,houselv,gamecost,cashcost,buyamount,sellcost,description,accessorykind,stargrade,milkspeed,milkfresh,res_disease,consume,coin_creation,fever_creation,bodycode,healpoint,consumeinit,revivaltime,reviveconsume,special_ability,animal_danga,upgamecost,upheart,upboost,freshbase,freshconst,attbase,attconst,timebase,timeconst,defbase,defconst,hpbase,hpconst,upstep,upstepmax
//,101031,합성(1010),합성(1010),목장(1),합성젖소미정15,0,-1,저급(0),0,31,0,0,0,0,0,0,xx,80,4000,1700,25,5,30,30,30,30,30,30,31,0,0,100,100,,,,,,,,,,,,,,
//,101032,합성(1010),합성(1010),목장(1),합성젖소미정16,0,-1,저급(0),0,32,0,0,0,0,0,0,xx,80,4000,1700,25,5,31,31,31,31,31,31,32,0,0,100,100,,,,,,,,,,,,,,
//양 레이블,,,,,,,,,,,,,,,,,,10,250,,,3,,,,-1,-1,,,,,,2,,,,,,,,,,,,,,
//양 기본,101100,합성(1010),합성(1010),목장(1),합성흰 양,0,-1,저급(0),0,100,0,0,0,0,0,0,xx,10,250,0,-100,0,-1,-1,-1,-1,-1,100,100,0,0,0,2,,,,,,,,,,,,,,
,101101,합성(1010),합성(1010),목장(1),합성갈색 양,1,-1,저급(0),0,101,0,0,0,0,0,0,xx,10,250,150,100,2,100,100,-1,-1,-1,100,101,0,0,3,2,,,,,,,,,,,,,,
,101102,합성(1010),합성(1010),목장(1),합성분홍 양,1,-1,저급(0),0,102,0,0,0,0,0,0,xx,20,1000,200,50,3,101,101,101,-1,-1,101,102,0,0,4,10,,,,,,,,,,,,,,
,101103,합성(1010),합성(1010),목장(1),합성분홍하트 양,1,-1,저급(0),0,103,0,0,0,0,0,0,xx,20,1000,250,50,3,102,102,102,-1,-1,102,103,0,0,6,10,,,,,,,,,,,,,,
,101104,합성(1010),합성(1010),목장(1),합성연두하트 양,1,-1,저급(0),0,104,0,0,0,0,0,0,xx,40,2000,300,50,3,103,103,103,-1,-1,103,104,0,0,7,30,,,,,,,,,,,,,,
,101105,합성(1010),합성(1010),목장(1),합성파랑하트 양,1,-1,저급(0),0,105,0,0,0,0,0,0,xx,40,2000,350,50,3,104,104,104,-1,-1,104,105,0,0,9,30,,,,,,,,,,,,,,
,101106,합성(1010),합성(1010),목장(1),합성연두눈꽃 양,1,-1,저급(0),0,106,0,0,0,0,0,0,xx,80,4000,500,33,4,105,105,105,105,-1,105,106,0,0,13,100,,,,,,,,,,,,,,
,101107,합성(1010),합성(1010),목장(1),합성보라눈꽃 양,1,-1,저급(0),0,107,0,0,0,0,0,0,xx,80,4000,600,33,4,106,106,106,106,-1,106,107,0,0,14,100,,,,,,,,,,,,,,
,101108,합성(1010),합성(1010),목장(1),합성파랑눈꽃 양,1,-1,저급(0),0,108,0,0,0,0,0,0,xx,80,4000,900,33,4,107,107,107,107,-1,107,108,0,0,16,100,,,,,,,,,,,,,,
,101109,합성(1010),합성(1010),목장(1),합성티라미스 양,1,-1,저급(0),0,109,0,0,0,0,0,0,xx,160,7000,950,33,4,108,108,108,108,-1,108,109,0,0,23,250,,,,,,,,,,,,,,
,101110,합성(1010),합성(1010),목장(1),합성장미 양,1,-1,저급(0),0,110,0,0,0,0,0,0,xx,160,7000,1000,33,4,109,109,109,109,-1,109,110,0,0,30,250,,,,,,,,,,,,,,
,101111,합성(1010),합성(1010),목장(1),합성딸기초코 양,1,-1,저급(0),0,111,0,0,0,0,0,0,xx,160,7000,1050,33,4,110,110,110,110,-1,110,111,0,0,40,250,,,,,,,,,,,,,,
,101112,합성(1010),합성(1010),목장(1),합성파랑줄리엣 양,1,-1,저급(0),0,112,0,0,0,0,0,0,xx,320,12000,1100,25,5,111,111,111,111,111,111,112,0,0,58,500,,,,,,,,,,,,,,
,101113,합성(1010),합성(1010),목장(1),합성까망딸기초코 양,1,-1,저급(0),0,113,0,0,0,0,0,0,xx,320,12000,1200,25,5,112,112,112,112,112,112,113,0,0,80,500,,,,,,,,,,,,,,
,101114,합성(1010),합성(1010),목장(1),합성검정귀족 양,1,-1,저급(0),0,114,0,0,0,0,0,0,xx,320,12000,1300,25,5,113,113,113,113,113,113,114,0,0,100,500,,,,,,,,,,,,,,
//스페셜,101115,합성(1010),합성(1010),목장(1),합성황금해적 양,0,-1,저급(0),0,115,0,0,0,0,0,0,xx,320,12000,900,-100,0,-1,-1,-1,-1,-1,-1,-1,0,0,100,500,,,,,,,,,,,,,,
,101116,합성(1010),합성(1010),목장(1),합성블루 버블바니 양,1,-1,저급(0),0,116,0,0,0,0,0,0,xx,500,20000,1400,25,5,114,114,114,114,114,114,116,0,0,100,1000,,,,,,,,,,,,,,
//스페셜,101117,합성(1010),합성(1010),목장(1),합성검은캣 양,0,-1,저급(0),0,117,0,0,0,0,0,0,xx,500,20000,1100,-100,0,-1,-1,-1,-1,-1,-1,-1,0,0,100,1000,,,,,,,,,,,,,,
,101118,합성(1010),합성(1010),목장(1),합성흰색 머리띠 양,1,-1,저급(0),0,118,0,0,0,0,0,0,xx,500,20000,1500,25,5,116,116,116,116,116,116,118,0,0,100,1000,,,,,,,,,,,,,,
,101119,합성(1010),합성(1010),목장(1),합성하얀후드 양,1,-1,저급(0),0,119,0,0,0,0,0,0,xx,500,20000,1600,25,5,118,118,118,118,118,118,119,0,0,100,1000,,,,,,,,,,,,,,
,101120,합성(1010),합성(1010),목장(1),합성연보라후드 양,1,-1,저급(0),0,120,0,0,0,0,0,0,xx,500,20000,1700,25,5,119,119,119,119,119,119,120,0,0,100,1000,,,,,,,,,,,,,,
,101121,합성(1010),합성(1010),목장(1),합성검은후드 양,1,-1,저급(0),0,121,0,0,0,0,0,0,xx,500,50000,1800,25,5,120,120,120,120,120,120,121,0,0,100,2000,,,,,,,,,,,,,,
,101122,합성(1010),합성(1010),목장(1),합성하늘공주 양,1,-1,저급(0),0,122,0,0,0,0,0,0,xx,500,50000,1900,25,5,121,121,121,121,121,121,122,0,0,100,2000,,,,,,,,,,,,,,
,101123,합성(1010),합성(1010),목장(1),합성하얀공주 양,1,-1,저급(0),0,123,0,0,0,0,0,0,xx,500,50000,2000,25,5,122,122,122,122,122,122,123,0,0,100,2000,,,,,,,,,,,,,,
,101124,합성(1010),합성(1010),목장(1),합성분홍공주 양,1,-1,저급(0),0,124,0,0,0,0,0,0,xx,500,50000,2100,25,5,123,123,123,123,123,123,124,0,0,100,2000,,,,,,,,,,,,,,
,101125,합성(1010),합성(1010),목장(1),합성분홍과일 양,1,-1,저급(0),0,125,0,0,0,0,0,0,xx,500,100000,2200,25,5,124,124,124,124,124,124,125,0,0,100,4000,,,,,,,,,,,,,,
,101126,합성(1010),합성(1010),목장(1),합성노랑과일 양,1,-1,저급(0),0,126,0,0,0,0,0,0,xx,500,100000,2300,25,5,125,125,125,125,125,125,126,0,0,100,4000,,,,,,,,,,,,,,
,101127,합성(1010),합성(1010),목장(1),합성민트과일 양,1,-1,저급(0),0,127,0,0,0,0,0,0,xx,500,100000,2400,25,5,126,126,126,126,126,126,127,0,0,100,4000,,,,,,,,,,,,,,
//,101128,합성(1010),합성(1010),목장(1),합성양미정14,0,-1,저급(0),0,128,0,0,0,0,0,0,xx,80,4000,1800,25,5,126,126,126,126,126,126,128,0,0,100,100,,,,,,,,,,,,,,
//,101129,합성(1010),합성(1010),목장(1),합성양미정15,0,-1,저급(0),0,129,0,0,0,0,0,0,xx,80,4000,1800,25,5,126,126,126,126,126,126,129,0,0,100,100,,,,,,,,,,,,,,
//,101130,합성(1010),합성(1010),목장(1),합성양미정16,0,-1,저급(0),0,130,0,0,0,0,0,0,xx,80,4000,1800,25,5,126,126,126,126,126,126,130,0,0,100,100,,,,,,,,,,,,,,
//산양 레이블,,,,,,,,,,,,,,,,,,10,250,,,3,,,,-1,-1,,,,,,2,,,,,,,,,,,,,,
//산양 기본,101200,합성(1010),합성(1010),목장(1),합성애기산양,0,-1,저급(0),0,200,0,0,0,0,0,0,xx,20,1000,200,-100,0,-1,-1,-1,-1,-1,200,200,0,0,0,10,,,,,,,,,,,,,,
,101201,합성(1010),합성(1010),목장(1),합성산양,1,-1,저급(0),0,201,0,0,0,0,0,0,xx,20,1000,250,100,2,200,200,-1,-1,-1,200,201,0,0,10,10,,,,,,,,,,,,,,
,101202,합성(1010),합성(1010),목장(1),합성공주병산양,1,-1,저급(0),0,202,0,0,0,0,0,0,xx,20,1000,300,50,3,201,201,201,-1,-1,201,202,0,0,11,10,,,,,,,,,,,,,,
,101203,합성(1010),합성(1010),목장(1),합성꽃리본산양,1,-1,저급(0),0,203,0,0,0,0,0,0,xx,40,2000,350,50,3,202,202,202,-1,-1,202,203,0,0,18,30,,,,,,,,,,,,,,
,101204,합성(1010),합성(1010),목장(1),합성새싹산양,1,-1,저급(0),0,204,0,0,0,0,0,0,xx,40,2000,400,50,3,203,203,203,-1,-1,203,204,0,0,22,30,,,,,,,,,,,,,,
,101205,합성(1010),합성(1010),목장(1),합성날개산양,1,-1,저급(0),0,205,0,0,0,0,0,0,xx,80,4000,500,33,4,204,204,204,204,-1,204,205,0,0,27,100,,,,,,,,,,,,,,
,101206,합성(1010),합성(1010),목장(1),합성맑음산양,1,-1,저급(0),0,206,0,0,0,0,0,0,xx,160,7000,600,33,4,205,205,205,205,-1,205,206,0,0,37,250,,,,,,,,,,,,,,
,101207,합성(1010),합성(1010),목장(1),합성녹십자산양,1,-1,저급(0),0,207,0,0,0,0,0,0,xx,160,7000,700,33,4,206,206,206,206,-1,206,207,0,0,48,250,,,,,,,,,,,,,,
,101208,합성(1010),합성(1010),목장(1),합성아가씨산양,1,-1,저급(0),0,208,0,0,0,0,0,0,xx,160,7000,800,33,4,207,207,207,207,-1,207,208,0,0,63,250,,,,,,,,,,,,,,
,101209,합성(1010),합성(1010),목장(1),합성훈남산양,1,-1,저급(0),0,209,0,0,0,0,0,0,xx,320,12000,900,25,5,208,208,208,208,208,208,209,0,0,93,500,,,,,,,,,,,,,,
,101210,합성(1010),합성(1010),목장(1),합성롤리팝산양,1,-1,저급(0),0,210,0,0,0,0,0,0,xx,320,12000,1000,25,5,209,209,209,209,209,209,210,0,0,100,500,,,,,,,,,,,,,,
,101211,합성(1010),합성(1010),목장(1),합성쿠앤크산양,1,-1,저급(0),0,211,0,0,0,0,0,0,xx,320,12000,1100,25,5,210,210,210,210,210,210,211,0,0,100,500,,,,,,,,,,,,,,
,101212,합성(1010),합성(1010),목장(1),합성캬라멜산양,1,-1,저급(0),0,212,0,0,0,0,0,0,xx,500,20000,1200,25,5,211,211,211,211,211,211,212,0,0,100,1000,,,,,,,,,,,,,,
,101213,합성(1010),합성(1010),목장(1),합성얼룩산양,1,-1,저급(0),0,213,0,0,0,0,0,0,xx,500,20000,1300,25,5,212,212,212,212,212,212,213,0,0,100,1000,,,,,,,,,,,,,,
,101214,합성(1010),합성(1010),목장(1),합성악마산양,1,-1,저급(0),0,214,0,0,0,0,0,0,xx,500,20000,1400,25,5,213,213,213,213,213,213,214,0,0,100,1000,,,,,,,,,,,,,,
//스페셜,101215,합성(1010),합성(1010),목장(1),합성얼음산양,0,-1,저급(0),0,215,0,0,0,0,0,0,xx,500,20000,1000,-100,0,-1,-1,-1,-1,-1,-1,-1,0,0,100,1000,,,,,,,,,,,,,,
,101216,합성(1010),합성(1010),목장(1),합성흑백산양,1,-1,저급(0),0,216,0,0,0,0,0,0,xx,500,50000,1500,25,5,214,214,214,214,214,214,216,0,0,100,2000,,,,,,,,,,,,,,
//스페셜,101217,합성(1010),합성(1010),목장(1),합성뭉개뭉개산양,0,-1,저급(0),0,217,0,0,0,0,0,0,xx,500,50000,1200,-100,0,-1,-1,-1,-1,-1,-1,-1,0,0,100,2000,,,,,,,,,,,,,,
,101218,합성(1010),합성(1010),목장(1),합성다람쥐산양,1,-1,저급(0),0,218,0,0,0,0,0,0,xx,500,50000,1600,25,5,216,216,216,216,216,216,218,0,0,100,2000,,,,,,,,,,,,,,
,101219,합성(1010),합성(1010),목장(1),합성초고도넛산양,1,-1,저급(0),0,219,0,0,0,0,0,0,xx,500,50000,1700,25,5,218,218,218,218,218,218,219,0,0,100,2000,,,,,,,,,,,,,,
,101220,합성(1010),합성(1010),목장(1),합성롱헤어산양,1,-1,저급(0),0,220,0,0,0,0,0,0,xx,500,100000,1800,25,5,219,219,219,219,219,219,220,0,0,100,4000,,,,,,,,,,,,,,
,101221,합성(1010),합성(1010),목장(1),합성프레첼산양,1,-1,저급(0),0,221,0,0,0,0,0,0,xx,500,100000,1900,25,5,220,220,220,220,220,220,221,0,0,100,4000,,,,,,,,,,,,,,
,101222,합성(1010),합성(1010),목장(1),합성레이스산양,1,-1,저급(0),0,222,0,0,0,0,0,0,xx,500,150000,2000,25,5,221,221,221,221,221,221,222,0,0,100,6000,,,,,,,,,,,,,,
,101223,합성(1010),합성(1010),목장(1),합성하와이산양,1,-1,저급(0),0,223,0,0,0,0,0,0,xx,500,150000,2100,25,5,222,222,222,222,222,222,223,0,0,100,6000,,,,,,,,,,,,,,
,101224,합성(1010),합성(1010),목장(1),합성선물산양,1,-1,저급(0),0,224,0,0,0,0,0,0,xx,500,200000,2200,25,5,223,223,223,223,223,223,224,0,0,100,8000,,,,,,,,,,,,,,
,101225,합성(1010),합성(1010),목장(1),합성베리믹스산양,1,-1,저급(0),0,225,0,0,0,0,0,0,xx,500,200000,2300,25,5,224,224,224,224,224,224,225,0,0,100,8000,,,,,,,,,,,,,,
,101226,합성(1010),합성(1010),목장(1),합성불꽃산양,1,-1,저급(0),0,226,0,0,0,0,0,0,xx,500,200000,2400,25,5,225,225,225,225,225,225,226,0,0,100,8000,,,,,,,,,,,,,,
,101227,합성(1010),합성(1010),목장(1),합성정장산양,1,-1,저급(0),0,227,0,0,0,0,0,0,xx,500,200000,2500,25,5,226,226,226,226,226,226,227,0,0,100,8000,,,,,,,,,,,,,,
//,101228,합성(1010),합성(1010),목장(1),합성산양미정14,0,-1,저급(0),0,228,0,0,0,0,0,0,xx,80,4000,1900,25,5,227,227,227,227,227,227,228,0,0,100,100,,,,,,,,,,,,,,
//,101229,합성(1010),합성(1010),목장(1),합성산양미정15,0,-1,저급(0),0,229,0,0,0,0,0,0,xx,80,4000,1900,25,5,228,228,228,228,228,228,229,0,0,100,100,,,,,,,,,,,,,,
//,101230,합성(1010),합성(1010),목장(1),합성산양미정16,0,-1,저급(0),0,230,0,0,0,0,0,0,xx,80,4000,1900,25,5,229,229,229,229,229,229,230,0,0,100,100,,,,,,,,,,,,,,
// 동물승급,,,,,,,,,,,,,,,,,,param1,param2,param3,param4,param5,param6,param7,param8,param9,param10,param11,param12,param13,param14,param15,param16,param17,param18,param19,,,,,,,,,,,
label(promote),itemcode,category,subcategory,equpslot,itemname,activate,toplist,grade,discount,icon,playerlv,houselv,gamecost,cashcost,buyamount,sellcost,description,needheart,needgamecost,needpromoteticket,needcnt,base1,base2,base3,base4,base5,result1,result2,result3,result4,result5,randvalue1,randvalue2,randvalue3,randvalue4,randvalue5,,,,,,,,,,,
,102000,승급(1020),승급(1020),목장(1),소 승급단계:저급[0],1,-1,저급(0),0,0,0,0,0,0,0,0,xx,10,750,4,2,1,2,3,-1,-1,4,5,6,-1,-1,600,300,100,0,0,,,,,,,,,,,
,102001,승급(1020),승급(1020),목장(1),소 승급단계:일반[1],1,-1,일반(1),0,0,0,0,0,0,0,0,xx,20,5000,20,3,4,5,6,-1,-1,7,8,9,-1,-1,720,200,80,0,0,,,,,,,,,,,
,102002,승급(1020),승급(1020),목장(1),소 승급단계:고급[2],1,-1,고급(2),0,0,0,0,0,0,0,0,xx,40,15000,60,3,7,8,9,-1,-1,10,11,12,-1,-1,800,140,60,0,0,,,,,,,,,,,
,102003,승급(1020),승급(1020),목장(1),소 승급단계:희귀[3],1,-1,희귀(3),0,0,0,0,0,0,0,0,xx,80,50000,200,3,10,11,12,-1,-1,13,14,15,-1,-1,850,100,50,0,0,,,,,,,,,,,
,102004,승급(1020),승급(1020),목장(1),소 승급단계:황금[4],1,-1,황금(4),0,0,0,0,0,0,0,0,xx,160,100000,500,3,13,14,15,-1,-1,16,17,18,19,-1,850,30,80,40,0,,,,,,,,,,,
,102005,승급(1020),승급(1020),목장(1),소 승급단계:전설[5],1,-1,전설(5),0,0,0,0,0,0,0,0,xx,320,250000,1000,3,16,17,18,19,-1,20,21,23,24,25,800,100,60,30,10,,,,,,,,,,,
,102006,승급(1020),승급(1020),목장(1),소 승급단계:붉은[6],1,-1,붉은(6),0,0,0,0,0,0,0,0,xx,500,500000,2000,3,20,21,23,24,25,26,27,28,29,-1,860,100,30,10,0,,,,,,,,,,,
//,102007,승급(1020),승급(1020),목장(1),소 승급단계:영웅[7],1,-1,영웅(7),0,0,0,0,0,0,0,0,xx,500,1200000,4000,3,26,27,28,29,-1,-1,-1,-1,-1,-1,0,0,0,0,0,,,,,,,,,,,
//,102006,승급(1020),승급(1020),목장(1),소 승급단계:지존[8],1,-1,지존(8),0,0,0,0,0,0,0,0,xx,500,2500000,8000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,,,,,,,,,,,
//,102007,승급(1020),승급(1020),목장(1),소 승급단계:레전[9],1,-1,레전(9),0,0,0,0,0,0,0,0,xx,500,5000000,12000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,,,,,,,,,,,
//,102008,승급(1020),승급(1020),목장(1),소 승급단계:신화[10],1,-1,신화(10),0,0,0,0,0,0,0,0,xx,500,7500000,16000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,,,,,,,,,,,
,102020,승급(1020),승급(1020),목장(1),양 승급단계:저급[0],1,-1,저급(0),0,0,0,0,0,0,0,0,xx,10,750,4,2,100,101,-1,-1,-1,102,103,-1,-1,-1,600,400,0,0,0,,,,,,,,,,,
,102021,승급(1020),승급(1020),목장(1),양 승급단계:일반[1],1,-1,일반(1),0,0,0,0,0,0,0,0,xx,20,5000,20,3,102,103,-1,-1,-1,104,105,-1,-1,-1,800,200,0,0,0,,,,,,,,,,,
,102022,승급(1020),승급(1020),목장(1),양 승급단계:고급[2],1,-1,고급(2),0,0,0,0,0,0,0,0,xx,40,15000,60,3,104,105,-1,-1,-1,106,107,108,-1,-1,850,100,50,0,0,,,,,,,,,,,
,102023,승급(1020),승급(1020),목장(1),양 승급단계:희귀[3],1,-1,희귀(3),0,0,0,0,0,0,0,0,xx,80,50000,200,3,106,107,108,-1,-1,109,110,111,-1,-1,850,100,50,0,0,,,,,,,,,,,
,102024,승급(1020),승급(1020),목장(1),양 승급단계:황금[4],1,-1,황금(4),0,0,0,0,0,0,0,0,xx,160,100000,500,3,109,110,111,-1,-1,112,113,114,115,-1,850,90,40,20,0,,,,,,,,,,,
,102025,승급(1020),승급(1020),목장(1),양 승급단계:전설[5],1,-1,전설(5),0,0,0,0,0,0,0,0,xx,320,250000,1000,3,112,113,114,115,-1,116,117,118,119,120,900,10,60,20,10,,,,,,,,,,,
,102026,승급(1020),승급(1020),목장(1),양 승급단계:붉은[6],1,-1,붉은(6),0,0,0,0,0,0,0,0,xx,500,500000,2000,3,116,117,118,119,120,121,122,123,124,-1,900,60,30,10,0,,,,,,,,,,,
,102027,승급(1020),승급(1020),목장(1),양 승급단계:영웅[7],1,-1,영웅(7),0,0,0,0,0,0,0,0,xx,500,1200000,4000,3,121,122,123,124,-1,125,126,127,-1,-1,960,30,10,0,0,,,,,,,,,,,
//,102028,승급(1020),승급(1020),목장(1),양 승급단계:지존[8],1,-1,지존(8),0,0,0,0,0,0,0,0,xx,500,2500000,8000,3,125,126,127,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,,,,,,,,,,,
//,102029,승급(1020),승급(1020),목장(1),양 승급단계:레전[9],1,-1,레전(9),0,0,0,0,0,0,0,0,xx,500,5000000,12000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,,,,,,,,,,,
//,102030,승급(1020),승급(1020),목장(1),양 승급단계:신화[10],1,-1,신화(10),0,0,0,0,0,0,0,0,xx,500,7500000,16000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,,,,,,,,,,,
//,102040,승급(1020),승급(1020),목장(1),산양 승급단계:저급[0],1,-1,저급(0),0,0,0,0,0,0,0,0,xx,10,750,4,2,-1,-1,-1,-1,-1,200,201,202,-1,-1,500,300,200,0,0,,,,,,,,,,,
,102041,승급(1020),승급(1020),목장(1),산양 승급단계:일반[1],1,-1,일반(1),0,0,0,0,0,0,0,0,xx,20,5000,20,3,200,201,202,-1,-1,203,204,-1,-1,-1,700,300,0,0,0,,,,,,,,,,,
,102042,승급(1020),승급(1020),목장(1),산양 승급단계:고급[2],1,-1,고급(2),0,0,0,0,0,0,0,0,xx,40,15000,60,3,203,204,-1,-1,-1,205,-1,-1,-1,-1,1000,0,0,0,0,,,,,,,,,,,
,102043,승급(1020),승급(1020),목장(1),산양 승급단계:희귀[3],1,-1,희귀(3),0,0,0,0,0,0,0,0,xx,80,50000,200,3,205,-1,-1,-1,-1,206,207,208,-1,-1,850,100,50,0,0,,,,,,,,,,,
,102044,승급(1020),승급(1020),목장(1),산양 승급단계:황금[4],1,-1,황금(4),0,0,0,0,0,0,0,0,xx,160,100000,500,3,206,207,208,-1,-1,209,210,211,-1,-1,850,100,50,0,0,,,,,,,,,,,
,102045,승급(1020),승급(1020),목장(1),산양 승급단계:전설[5],1,-1,전설(5),0,0,0,0,0,0,0,0,xx,320,250000,1000,3,209,210,211,-1,-1,212,213,214,215,-1,850,100,40,10,0,,,,,,,,,,,
,102046,승급(1020),승급(1020),목장(1),산양 승급단계:붉은[6],1,-1,붉은(6),0,0,0,0,0,0,0,0,xx,500,500000,2000,3,212,213,214,215,-1,216,217,218,219,-1,930,10,40,20,0,,,,,,,,,,,
,102047,승급(1020),승급(1020),목장(1),산양 승급단계:영웅[7],1,-1,영웅(7),0,0,0,0,0,0,0,0,xx,500,1200000,4000,3,216,217,218,219,-1,220,221,-1,-1,-1,950,50,0,0,0,,,,,,,,,,,
,102048,승급(1020),승급(1020),목장(1),산양 승급단계:지존[8],1,-1,지존(8),0,0,0,0,0,0,0,0,xx,500,2500000,8000,3,220,221,-1,-1,-1,222,223,-1,-1,-1,950,50,0,0,0,,,,,,,,,,,
,102049,승급(1020),승급(1020),목장(1),산양 승급단계:레전[9],1,-1,레전(9),0,0,0,0,0,0,0,0,xx,500,5000000,12000,3,222,223,-1,-1,-1,224,225,226,227,-1,900,60,30,10,0,,,,,,,,,,,
//,102050,승급(1020),승급(1020),목장(1),산양 승급단계:신화[10],1,-1,신화(10),0,0,0,0,0,0,0,0,xx,500,7500000,16000,3,224,225,226,227,-1,-1,-1,-1,-1,-1,0,0,0,0,0,,,,,,,,,,,
// 동물 줄기세포,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label(stemcell),itemcode,category,subcategory,equpslot,itemname,activate,toplist,grade,discount,icon,playerlv,houselv,gamecost,cashcost,buyamount,sellcost,description,plusfresh100,plusatt100,plusdef100,plushp100,plustime100,,,,,,,,,,,,,,,,,,,,,,,,,
,104000,줄기세포(1040),줄기세포(1040),없음(0),방어의 세포,0,-1,일반(1),0,item_stemcell01,0,0,0,0,1,40,xx,0,0,100,120,0,,,,,,,,,,,,,,,,,,,,,,,,,
,104001,줄기세포(1040),줄기세포(1040),없음(0),공격의 세포,0,-1,일반(1),0,item_stemcell02,0,0,0,0,1,40,xx,60,120,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
,104002,줄기세포(1040),줄기세포(1040),없음(0),활동의 세포,0,-1,일반(1),0,item_stemcell03,0,0,0,0,1,40,xx,0,0,0,0,160,,,,,,,,,,,,,,,,,,,,,,,,,
,104003,줄기세포(1040),줄기세포(1040),없음(0),방활의 세포,0,-1,일반(1),0,item_stemcell04,0,0,0,0,1,40,xx,0,0,100,120,160,,,,,,,,,,,,,,,,,,,,,,,,,
,104004,줄기세포(1040),줄기세포(1040),없음(0),공방의 세포,0,-1,일반(1),0,item_stemcell05,0,0,0,0,1,40,xx,60,120,100,120,0,,,,,,,,,,,,,,,,,,,,,,,,,
,104005,줄기세포(1040),줄기세포(1040),없음(0),공활의 세포,0,-1,일반(1),0,item_stemcell06,0,0,0,0,1,40,xx,0,120,0,0,160,,,,,,,,,,,,,,,,,,,,,,,,,
,104006,줄기세포(1040),줄기세포(1040),없음(0),만능 세포,0,-1,일반(1),0,item_stemcell07,0,0,0,0,1,40,xx,60,120,100,120,160,,,,,,,,,,,,,,,,,,,,,,,,,
,104010,줄기세포(1040),줄기세포(1040),없음(0),방어의 세포,0,-1,고급(2),0,item_stemcell01,0,0,0,0,1,70,xx,0,0,120,120,0,,,,,,,,,,,,,,,,,,,,,,,,,
,104011,줄기세포(1040),줄기세포(1040),없음(0),공격의 세포,0,-1,고급(2),0,item_stemcell02,0,0,0,0,1,70,xx,70,140,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
,104012,줄기세포(1040),줄기세포(1040),없음(0),활동의 세포,0,-1,고급(2),0,item_stemcell03,0,0,0,0,1,70,xx,0,0,0,0,180,,,,,,,,,,,,,,,,,,,,,,,,,
,104013,줄기세포(1040),줄기세포(1040),없음(0),방활의 세포,0,-1,고급(2),0,item_stemcell04,0,0,0,0,1,70,xx,0,0,120,120,180,,,,,,,,,,,,,,,,,,,,,,,,,
,104014,줄기세포(1040),줄기세포(1040),없음(0),공방의 세포,0,-1,고급(2),0,item_stemcell05,0,0,0,0,1,70,xx,70,140,120,120,0,,,,,,,,,,,,,,,,,,,,,,,,,
